 ,Label,Area,Mean,Min,Max,Perim.,Major,Minor,Angle
1,,379.043,255,255,255,68.200,22.886,21.087,8.480
2,,484.823,255,255,255,78.336,27.263,22.643,118.583
3,,502.453,255,255,255,80.076,26.100,24.512,60.951
4,,528.898,255,255,255,80.796,28.821,23.365,73.774
5,,211.559,255,255,255,51.404,17.129,15.726,1.496E-13
6,,625.862,255,255,255,91.952,32.549,24.483,168.408
7,,290.894,255,255,255,59.802,20.426,18.132,169.206
8,,396.673,255,255,255,71.678,24.593,20.537,52.319
9,,476.008,255,255,255,77.616,26.372,22.981,127.467
10,,370.228,255,255,255,68.200,23.282,20.247,128.875
11,,370.228,255,255,255,67.479,23.146,20.366,131.169
12,,449.563,255,255,255,78.336,27.104,21.118,11.098
13,,617.047,255,255,255,90.212,33.152,23.698,167.695
14,,273.264,255,255,255,59.802,20.689,16.817,148.532
15,,326.154,255,255,255,65.740,21.795,19.053,54.427
16,,484.823,255,255,255,77.616,25.312,24.387,123.356
17,,299.709,255,255,255,64.001,22.724,16.793,171.925
18,,343.783,255,255,255,64.001,22.050,19.852,33.690
19,,440.748,255,255,255,75.877,26.451,21.216,12.420
20,,264.449,255,255,255,55.603,19.385,17.369,45.001
21,,775.717,255,255,255,107.008,39.891,24.760,158.910
22,,722.827,255,255,255,102.088,36.683,25.089,100.820
23,,405.488,255,255,255,69.939,24.312,21.236,1.603
24,,493.638,255,255,255,81.815,28.958,21.704,36.428
25,,440.748,255,255,255,75.877,25.039,22.412,71.751
26,,379.043,255,255,255,68.200,24.667,19.565,164.989
27,,440.748,255,255,255,74.138,26.766,20.966,10.262
28,,696.382,255,255,255,94.411,30.510,29.061,88.536
29,,317.339,255,255,255,61.541,21.888,18.460,72.971
30,,158.669,255,255,255,43.007,15.683,12.881,0.000
31,,264.449,255,255,255,55.603,19.385,17.369,135.000
32,,299.709,255,255,255,59.802,21.003,18.169,1.264E-13
33,,493.638,255,255,255,78.336,26.037,24.140,88.994
34,,370.228,255,255,255,65.740,22.272,21.165,32.178
35,,343.783,255,255,255,64.001,21.931,19.959,155.812
36,,317.339,255,255,255,61.541,21.888,18.460,107.029
37,,326.154,255,255,255,63.280,22.697,18.296,22.884
38,,661.122,255,255,255,94.411,32.774,25.684,21.847
39,,379.043,255,255,255,67.479,22.912,21.064,45.002
40,,564.158,255,255,255,84.274,28.467,25.233,90.000
41,,617.047,255,255,255,88.473,31.424,25.002,142.498
42,,273.264,255,255,255,59.802,21.323,16.317,74.415
43,,423.118,255,255,255,72.398,24.106,22.348,147.283
44,,282.079,255,255,255,59.802,20.672,17.374,77.004
45,,590.602,255,255,255,87.753,31.349,23.987,158.846
46,,220.374,255,255,255,53.144,17.750,15.808,66.419
47,,246.819,255,255,255,55.603,18.772,16.741,41.807
48,,405.488,255,255,255,69.939,24.675,20.923,58.332
49,,687.567,255,255,255,95.132,35.639,24.564,139.069
50,,290.894,255,255,255,59.802,21.192,17.478,94.698
51,,352.598,255,255,255,68.200,23.285,19.280,82.996
52,,423.118,255,255,255,75.877,27.677,19.465,87.083
53,,317.339,255,255,255,64.001,20.929,19.305,109.968
54,,379.043,255,255,255,70.659,22.899,21.076,155.220
55,,511.268,255,255,255,78.336,26.287,24.763,90.000
56,,238.004,255,255,255,55.603,17.943,16.888,90.000
57,,599.417,255,255,255,87.753,28.705,26.588,40.907
58,,458.378,255,255,255,75.877,25.742,22.672,136.189
59,,714.012,255,255,255,96.871,34.417,26.415,34.470
60,,158.669,255,255,255,43.727,15.106,13.373,154.594
61,,476.008,255,255,255,79.355,25.930,23.373,114.859
62,,334.969,255,255,255,63.280,22.231,19.185,90.000
63,,370.228,255,255,255,71.678,22.503,20.948,96.692
64,,334.969,255,255,255,64.001,22.018,19.371,141.849
65,,387.858,255,255,255,70.659,23.093,21.384,41.002
66,,484.823,255,255,255,76.597,26.499,23.295,159.901
67,,467.193,255,255,255,77.616,25.789,23.066,57.949
68,,273.264,255,255,255,57.342,19.184,18.136,30.964
69,,290.894,255,255,255,59.802,21.781,17.004,55.930
70,,661.122,255,255,255,96.871,35.830,23.494,163.250
71,,387.858,255,255,255,69.939,24.269,20.348,63.393
72,,414.303,255,255,255,73.417,25.418,20.753,83.674
73,,211.559,255,255,255,51.404,17.277,15.591,75.637
74,,158.669,255,255,255,43.727,15.106,13.373,25.406
75,,431.933,255,255,255,74.138,24.701,22.265,44.082
76,,661.122,255,255,255,91.952,30.526,27.576,71.165
77,,326.154,255,255,255,64.001,22.801,18.213,165.314
78,,299.709,255,255,255,62.262,22.997,16.593,171.936
79,,379.043,255,255,255,67.479,22.912,21.064,135.000
80,,423.118,255,255,255,72.398,24.028,22.421,54.719
81,,405.488,255,255,255,72.398,25.850,19.972,129.333
82,,458.378,255,255,255,79.355,30.813,18.941,173.246
83,,334.969,255,255,255,63.280,22.231,19.185,90.000
84,,476.008,255,255,255,77.616,28.585,21.202,179.707
85,,149.854,255,255,255,43.727,14.117,13.516,0.000
86,,370.228,255,255,255,67.479,23.146,20.366,41.169
87,,370.228,255,255,255,67.479,23.012,20.485,142.513
88,,343.783,255,255,255,64.001,21.826,20.055,150.625
89,,440.748,255,255,255,76.597,25.100,22.358,174.433
90,,352.598,255,255,255,69.939,24.297,18.477,12.951
91,,502.453,255,255,255,80.076,30.108,21.248,90.819
92,,264.449,255,255,255,55.603,19.385,17.369,45.001
93,,193.929,255,255,255,47.206,16.491,14.973,134.999
94,,502.453,255,255,255,78.336,28.161,22.717,119.327
95,,652.307,255,255,255,106.287,44.156,18.809,24.023
96,,555.343,255,255,255,81.815,28.499,24.811,68.049
97,,308.524,255,255,255,62.262,22.277,17.634,35.991
98,,264.449,255,255,255,58.063,20.300,16.587,62.183
99,,555.343,255,255,255,86.014,29.228,24.192,102.559
100,,502.453,255,255,255,78.336,26.983,23.709,70.171
101,,484.823,255,255,255,80.076,27.236,22.665,64.866
102,,581.787,255,255,255,88.473,29.954,24.730,112.502
103,,361.413,255,255,255,66.460,24.799,18.556,148.399
104,,246.819,255,255,255,59.802,17.984,17.474,97.466
105,,537.713,255,255,255,82.535,29.317,23.353,163.153
106,,705.197,255,255,255,96.150,36.125,24.855,61.148
107,,211.559,255,255,255,51.404,17.234,15.630,93.071
108,,308.524,255,255,255,62.262,21.003,18.703,118.620
109,,511.268,255,255,255,81.815,26.362,24.694,31.581
110,,387.858,255,255,255,71.678,25.710,19.208,57.584
111,,643.492,255,255,255,90.212,29.804,27.490,96.991
112,,696.382,255,255,255,95.132,31.082,28.526,178.281
113,,352.598,255,255,255,67.479,22.395,20.047,105.710
114,,387.858,255,255,255,69.939,23.196,21.290,91.149
115,,379.043,255,255,255,69.939,23.178,20.822,79.910
116,,652.307,255,255,255,96.150,35.416,23.451,67.340
117,,484.823,255,255,255,79.057,28.627,21.564,39.459
118,,299.709,255,255,255,61.541,20.262,18.834,18.435
119,,581.787,255,255,255,86.014,30.127,24.588,83.534
120,,299.709,255,255,255,61.541,20.337,18.764,18.435
121,,414.303,255,255,255,74.138,25.397,20.770,129.949
122,,449.563,255,255,255,75.877,24.564,23.303,124.445
123,,132.224,255,255,255,38.808,13.833,12.171,135.000
124,,343.783,255,255,255,67.479,23.715,18.457,75.935
125,,449.563,255,255,255,75.877,27.343,20.934,83.662
126,,617.047,255,255,255,90.212,29.807,26.358,12.014
127,,414.303,255,255,255,71.678,24.614,21.431,67.500
128,,599.417,255,255,255,86.014,28.371,26.901,17.452
129,,722.827,255,255,255,103.828,41.850,21.991,169.818
130,,352.598,255,255,255,66.460,25.488,17.614,34.286
131,,352.598,255,255,255,65.740,24.336,18.447,80.950
132,,431.933,255,255,255,79.355,32.123,17.120,84.564
133,,396.673,255,255,255,69.939,24.874,20.305,174.185
134,,299.709,255,255,255,62.262,20.895,18.263,135.680
135,,370.228,255,255,255,68.200,22.193,21.241,0.000
136,,114.594,255,255,255,38.808,15.044,9.699,90.000
137,,343.783,255,255,255,65.740,23.136,18.919,177.765
138,,431.933,255,255,255,73.417,26.397,20.834,61.023
139,,158.669,255,255,255,43.727,15.106,13.373,115.406
140,,317.339,255,255,255,61.541,21.888,18.460,72.971
141,,458.378,255,255,255,76.597,25.777,22.642,114.750
142,,758.087,255,255,255,104.548,39.805,24.249,170.129
143,,370.228,255,255,255,68.200,23.423,20.125,54.247
144,,343.783,255,255,255,64.001,21.908,19.980,45.002
145,,511.268,255,255,255,81.815,28.889,22.534,31.643
146,,423.118,255,255,255,74.138,27.193,19.811,119.910
147,,352.598,255,255,255,65.740,24.780,18.117,17.039
148,,361.413,255,255,255,65.740,24.240,18.983,84.150
149,,343.783,255,255,255,65.740,21.711,20.161,42.849
150,,193.929,255,255,255,47.206,16.491,14.973,134.999
151,,361.413,255,255,255,67.479,22.473,20.477,63.841
152,,370.228,255,255,255,68.200,23.918,19.709,15.256
153,,511.268,255,255,255,80.076,27.638,23.553,113.249
154,,202.744,255,255,255,49.665,17.858,14.455,9.556
155,,405.488,255,255,255,74.138,25.223,20.469,53.452
156,,264.449,255,255,255,57.342,19.303,17.443,45.000
157,,449.563,255,255,255,75.877,25.874,22.123,121.001
158,,572.972,255,255,255,84.995,28.102,25.960,104.571
159,,334.969,255,255,255,66.460,22.608,18.865,123.923
160,,599.417,255,255,255,90.212,32.721,23.324,78.642
161,,211.559,255,255,255,51.404,18.479,14.577,90.000
162,,705.197,255,255,255,96.871,33.173,27.067,175.934
163,,581.787,255,255,255,86.734,28.065,26.395,143.106
164,,379.043,255,255,255,69.939,24.234,19.915,96.179
165,,467.193,255,255,255,76.597,27.520,21.615,47.535
166,,361.413,255,255,255,67.479,21.482,21.421,134.933
167,,105.780,255,255,255,35.330,12.363,10.894,19.805
168,,61.705,255,255,255,26.932,9.164,8.573,90.000
169,,458.378,255,255,255,84.274,32.721,17.837,91.817
170,,370.228,255,255,255,69.939,23.176,20.339,108.083
171,,387.858,255,255,255,71.678,22.989,21.481,88.667
172,,652.307,255,255,255,91.952,31.768,26.144,112.203
173,,387.858,255,255,255,71.678,25.787,19.150,68.943
174,,405.488,255,255,255,71.678,24.675,20.923,148.332
175,,493.638,255,255,255,78.336,26.499,23.719,104.908
176,,255.634,255,255,255,55.603,18.613,17.486,124.695
177,,581.787,255,255,255,87.753,31.112,23.810,7.108
178,,396.673,255,255,255,72.398,24.370,20.725,1.986
179,,431.933,255,255,255,74.138,26.906,20.440,41.307
180,,114.594,255,255,255,37.069,12.943,11.273,166.224
181,,599.417,255,255,255,88.473,29.297,26.050,13.778
182,,705.197,255,255,255,114.685,44.168,20.329,156.444
183,,405.488,255,255,255,71.678,24.089,21.433,75.971
184,,317.339,255,255,255,61.541,21.888,18.460,17.029
185,,299.709,255,255,255,61.541,21.694,17.591,25.113
186,,546.528,255,255,255,86.014,28.348,24.547,87.220
187,,255.634,255,255,255,55.603,18.608,17.491,134.998
188,,493.638,255,255,255,79.355,28.130,22.343,4.563
189,,440.748,255,255,255,75.877,25.079,22.376,30.519
190,,141.039,255,255,255,40.547,13.401,13.401,0.000
191,,511.268,255,255,255,80.076,27.003,24.107,76.976
192,,149.854,255,255,255,41.268,15.525,12.290,15.172
193,,290.894,255,255,255,59.802,19.914,18.599,8.130
194,,546.528,255,255,255,82.535,29.982,23.209,107.268
195,,440.748,255,255,255,73.417,25.492,22.014,15.247
196,,555.343,255,255,255,84.274,27.355,25.849,144.407
197,,149.854,255,255,255,41.268,15.525,12.290,164.828
198,,431.933,255,255,255,75.877,27.192,20.225,13.193
199,,282.079,255,255,255,59.082,20.132,17.840,49.963
200,,352.598,255,255,255,66.460,22.544,19.914,57.670
201,,423.118,255,255,255,72.398,24.574,21.923,53.983
202,,317.339,255,255,255,64.001,20.769,19.454,105.834
203,,722.827,255,255,255,102.809,40.289,22.843,126.388
204,,273.264,255,255,255,57.342,21.852,15.922,0.000
205,,484.823,255,255,255,81.815,27.706,22.280,27.147
206,,185.114,255,255,255,47.926,17.385,13.558,3.709
207,,352.598,255,255,255,65.740,21.762,20.630,165.703
208,,537.713,255,255,255,83.554,27.236,25.137,100.106
209,,114.594,255,255,255,39.528,13.837,10.545,78.690
210,,158.669,255,255,255,45.466,15.157,13.329,120.911
211,,334.969,255,255,255,65.740,21.841,19.527,85.718
212,,484.823,255,255,255,80.076,25.707,24.012,83.722
213,,423.118,255,255,255,71.678,24.586,21.912,0.000
214,,370.228,255,255,255,68.200,22.193,21.241,90.000
215,,590.602,255,255,255,88.473,30.055,25.020,115.790
216,,687.567,255,255,255,93.691,32.312,27.093,150.690
217,,546.528,255,255,255,83.554,28.008,24.845,91.336
218,,185.114,255,255,255,49.665,16.552,14.240,40.388
219,,246.819,255,255,255,54.883,19.307,16.277,0.000
220,,484.823,255,255,255,80.076,30.359,20.333,144.317
221,,379.043,255,255,255,69.939,23.234,20.772,139.673
222,,361.413,255,255,255,68.200,23.886,19.265,1.556
223,,467.193,255,255,255,76.597,26.094,22.796,127.709
224,,520.083,255,255,255,80.796,27.449,24.125,58.330
225,,264.449,255,255,255,55.603,19.385,17.369,135.000
226,,352.598,255,255,255,67.479,22.299,20.133,8.872
227,,387.858,255,255,255,68.200,23.401,21.103,62.016
228,,440.748,255,255,255,74.138,24.085,23.300,81.712
229,,617.047,255,255,255,90.212,31.026,25.322,79.018
230,,502.453,255,255,255,82.535,28.967,22.086,137.805
231,,572.972,255,255,255,86.734,28.911,25.233,42.218
232,,423.118,255,255,255,71.678,24.586,21.912,0.000
233,,290.894,255,255,255,59.082,19.914,18.599,45.000
234,,246.819,255,255,255,54.883,19.307,16.277,90.000
235,,149.854,255,255,255,41.268,15.525,12.290,105.172
236,,449.563,255,255,255,75.877,27.084,21.134,74.736
237,,255.634,255,255,255,57.342,18.608,17.491,45.000
238,,449.563,255,255,255,75.877,25.874,22.123,31.001
239,,308.524,255,255,255,59.802,21.064,18.649,76.356
240,,476.008,255,255,255,78.336,26.732,22.672,33.402
241,,431.933,255,255,255,73.417,26.397,20.834,28.977
242,,467.193,255,255,255,78.336,26.068,22.819,126.647
243,,370.228,255,255,255,66.460,22.193,21.241,90.000
244,,290.894,255,255,255,59.802,20.303,18.243,83.157
245,,414.303,255,255,255,74.138,25.484,20.699,50.155
246,,696.382,255,255,255,92.672,31.424,28.216,40.442
247,,264.449,255,255,255,57.342,18.581,18.121,64.968
248,,361.413,255,255,255,67.479,22.859,20.131,135.000
249,,661.122,255,255,255,93.691,31.184,26.994,172.892
250,,440.748,255,255,255,75.877,24.517,22.889,11.167
251,,423.118,255,255,255,71.678,24.752,21.765,90.000
252,,696.382,255,255,255,94.411,32.880,26.967,126.437
253,,246.819,255,255,255,55.603,18.607,16.889,132.388
254,,255.634,255,255,255,57.342,19.890,16.364,61.219
255,,476.008,255,255,255,77.616,26.308,23.037,137.099
256,,608.232,255,255,255,87.753,30.995,24.986,99.941
257,,370.228,255,255,255,69.218,25.234,18.681,90.000
258,,290.894,255,255,255,60.522,20.310,18.237,60.051
259,,105.780,255,255,255,39.528,12.638,10.657,90.000
260,,352.598,255,255,255,68.200,23.116,19.422,157.655
261,,581.787,255,255,255,86.014,27.854,26.594,111.412
262,,414.303,255,255,255,72.398,26.511,19.898,41.337
263,,467.193,255,255,255,78.336,26.103,22.788,36.602
264,,343.783,255,255,255,65.740,24.282,18.026,20.841
265,,264.449,255,255,255,55.603,19.385,17.369,135.000
266,,264.449,255,255,255,55.603,19.385,17.369,135.000
267,,511.268,255,255,255,80.076,27.086,24.033,105.841
268,,467.193,255,255,255,80.076,30.488,19.511,123.243
269,,572.972,255,255,255,86.014,29.318,24.884,131.302
270,,414.303,255,255,255,74.138,26.460,19.936,24.098
271,,246.819,255,255,255,55.603,18.962,16.573,68.252
272,,238.004,255,255,255,53.144,19.152,15.823,167.508
273,,238.004,255,255,255,55.603,18.445,16.429,57.135
274,,299.709,255,255,255,59.802,20.740,18.399,90.000
275,,202.744,255,255,255,49.665,17.092,15.103,69.298
276,,370.228,255,255,255,67.479,24.984,18.868,81.351
277,,440.748,255,255,255,74.138,24.576,22.834,76.237
278,,282.079,255,255,255,59.802,19.435,18.480,72.920
279,,361.413,255,255,255,65.740,21.548,21.356,0.000
280,,528.898,255,255,255,89.194,34.764,19.371,34.909
281,,608.232,255,255,255,87.753,28.514,27.159,47.510
282,,449.563,255,255,255,75.877,26.891,21.286,72.547
283,,731.642,255,255,255,115.405,44.508,20.930,99.977
284,,246.819,255,255,255,55.603,20.266,15.507,13.427
285,,423.118,255,255,255,74.138,27.380,19.676,41.846
286,,405.488,255,255,255,75.877,25.832,19.986,42.285
287,,599.417,255,255,255,88.473,32.311,23.621,131.138
288,,608.232,255,255,255,87.753,31.134,24.874,4.404
289,,625.862,255,255,255,90.933,29.698,26.832,71.159
290,,705.197,255,255,255,96.150,33.954,26.445,155.079
291,,361.413,255,255,255,67.479,22.473,20.477,63.841
292,,158.669,255,255,255,43.007,15.683,12.881,90.000
293,,308.524,255,255,255,62.262,20.783,18.902,99.706
294,,290.894,255,255,255,59.802,21.306,17.383,107.515
295,,379.043,255,255,255,69.218,25.001,19.304,176.067
296,,211.559,255,255,255,49.665,18.143,14.847,109.605
297,,361.413,255,255,255,65.740,23.430,19.640,45.001
298,,387.858,255,255,255,69.218,22.537,21.912,45.007
299,,149.854,255,255,255,43.727,15.190,12.561,117.065
300,,537.713,255,255,255,84.274,30.255,22.629,18.449
301,,264.449,255,255,255,58.063,19.470,17.293,129.292
302,,555.343,255,255,255,84.274,27.647,25.575,112.294
303,,440.748,255,255,255,75.877,25.220,22.251,57.079
304,,590.602,255,255,255,86.014,28.034,26.824,45.000
305,,528.898,255,255,255,81.815,27.454,24.529,14.598
306,,387.858,255,255,255,71.678,24.465,20.186,32.334
307,,220.374,255,255,255,52.125,17.420,16.107,59.036
308,,696.382,255,255,255,96.150,31.505,28.144,147.579
309,,687.567,255,255,255,103.529,39.388,22.226,117.408
310,,264.449,255,255,255,57.342,20.438,16.474,40.629
311,,308.524,255,255,255,64.001,20.864,18.828,39.267
312,,352.598,255,255,255,65.740,23.536,19.075,49.305
313,,493.638,255,255,255,80.076,28.587,21.986,37.894
314,,326.154,255,255,255,63.280,22.697,18.296,67.116
315,,528.898,255,255,255,85.293,32.624,20.642,74.326
316,,370.228,255,255,255,68.200,24.658,19.117,156.608
317,,634.677,255,255,255,91.952,30.774,26.259,26.725
318,,229.189,255,255,255,51.404,18.584,15.702,0.000
319,,379.043,255,255,255,69.939,25.554,18.886,62.712
320,,784.532,255,255,255,102.809,35.607,28.053,45.552
321,,537.713,255,255,255,81.815,29.473,23.230,151.028
322,,211.559,255,255,255,49.665,18.143,14.847,19.605
323,,158.669,255,255,255,43.007,15.683,12.881,0.000
324,,572.972,255,255,255,86.014,29.169,25.011,126.058
325,,440.748,255,255,255,73.417,25.492,22.014,164.753
326,,608.232,255,255,255,88.473,29.276,26.452,86.176
327,,590.602,255,255,255,89.194,28.252,26.617,19.878
328,,326.154,255,255,255,64.001,21.702,19.135,65.743
329,,370.228,255,255,255,67.479,22.272,21.165,147.822
330,,387.858,255,255,255,71.678,24.088,20.501,83.915
331,,211.559,255,255,255,51.404,18.214,14.789,92.973
332,,625.862,255,255,255,92.672,31.095,25.627,110.185
333,,572.972,255,255,255,86.014,32.616,22.367,85.525
334,,405.488,255,255,255,71.678,24.391,21.167,101.419
335,,361.413,255,255,255,67.479,22.277,20.657,42.366
336,,361.413,255,255,255,65.740,21.548,21.356,90.000
337,,396.673,255,255,255,71.678,24.930,20.259,31.211
338,,528.898,255,255,255,84.274,28.150,23.922,53.422
339,,202.744,255,255,255,48.945,16.131,16.003,0.000
340,,299.709,255,255,255,59.802,20.525,18.592,63.435
341,,528.898,255,255,255,84.274,28.419,23.696,75.506
342,,255.634,255,255,255,58.063,20.083,16.207,16.553
343,,370.228,255,255,255,69.218,22.513,20.939,171.051
344,,625.862,255,255,255,90.212,31.202,25.539,168.129
345,,458.378,255,255,255,77.616,25.791,22.629,45.002
346,,255.634,255,255,255,55.603,20.297,16.036,90.000
347,,484.823,255,255,255,76.597,26.807,23.027,117.234
348,,405.488,255,255,255,72.398,24.407,21.153,58.854
349,,387.858,255,255,255,68.200,23.335,21.163,113.053
350,,326.154,255,255,255,62.262,21.220,19.570,141.292
351,,361.413,255,255,255,66.460,23.052,19.962,22.725
352,,299.709,255,255,255,62.262,21.670,17.609,86.677
353,,229.189,255,255,255,53.864,17.757,16.434,30.128
354,,414.303,255,255,255,71.678,24.626,21.421,83.836
355,,528.898,255,255,255,83.554,30.872,21.813,90.000
356,,467.193,255,255,255,75.877,25.464,23.360,40.548
357,,334.969,255,255,255,65.740,24.086,17.707,44.297
358,,652.307,255,255,255,90.212,30.580,27.160,65.862
359,,220.374,255,255,255,55.603,17.201,16.313,51.132
360,,423.118,255,255,255,74.138,23.857,22.582,78.530
361,,528.898,255,255,255,81.815,28.012,24.040,65.824
362,,405.488,255,255,255,71.678,24.767,20.846,7.548
363,,431.933,255,255,255,72.398,23.883,23.027,21.569
364,,343.783,255,255,255,67.479,22.221,19.699,70.342
365,,696.382,255,255,255,93.691,31.231,28.391,171.620
366,,290.894,255,255,255,61.541,20.416,18.142,76.461
367,,431.933,255,255,255,73.417,25.650,21.441,19.656
368,,661.122,255,255,255,100.349,39.352,21.391,64.205
369,,537.713,255,255,255,84.995,28.079,24.382,76.527
370,,493.638,255,255,255,79.355,28.684,21.912,11.126
371,,572.972,255,255,255,87.753,29.870,24.424,20.574
372,,687.567,255,255,255,94.411,32.957,26.563,83.868
373,,528.898,255,255,255,82.535,26.549,25.365,17.172
374,,202.744,255,255,255,49.665,17.092,15.103,20.702
375,,264.449,255,255,255,59.802,21.605,15.584,65.622
376,,634.677,255,255,255,90.212,30.486,26.507,87.888
377,,731.642,255,255,255,107.008,42.056,22.150,157.694
378,,273.264,255,255,255,59.802,21.065,16.517,33.763
379,,643.492,255,255,255,107.728,38.692,21.176,153.075
380,,520.083,255,255,255,82.535,26.372,25.110,18.302
381,,396.673,255,255,255,71.678,24.930,20.259,31.211
382,,326.154,255,255,255,64.001,20.754,20.009,3.985
383,,255.634,255,255,255,55.603,18.716,17.391,150.650
384,,484.823,255,255,255,80.076,25.678,24.040,93.191
385,,167.484,255,255,255,45.466,15.584,13.684,45.000
386,,361.413,255,255,255,65.740,21.548,21.356,90.000
387,,326.154,255,255,255,63.280,21.752,19.091,80.732
388,,722.827,255,255,255,102.088,37.996,24.222,103.445
389,,423.118,255,255,255,73.417,24.671,21.837,160.478
390,,61.705,255,255,255,26.932,9.164,8.573,0.000
391,,52.890,255,255,255,22.733,10.050,6.700,0.000
392,,123.409,255,255,255,37.069,12.659,12.412,90.000
393,,326.154,255,255,255,65.020,21.685,19.150,164.943
394,,361.413,255,255,255,67.479,24.442,18.827,41.495
395,,476.008,255,255,255,78.336,26.677,22.719,21.905
396,,299.709,255,255,255,60.522,20.857,18.296,173.244
397,,493.638,255,255,255,78.336,28.590,21.984,90.000
398,,211.559,255,255,255,49.665,18.143,14.847,19.605
399,,467.193,255,255,255,79.355,25.047,23.749,162.544
400,,405.488,255,255,255,74.138,23.659,21.822,85.369
401,,564.158,255,255,255,84.274,27.767,25.869,136.118
402,,476.008,255,255,255,80.076,29.577,20.491,31.095
403,,405.488,255,255,255,71.678,23.746,21.742,0.000
404,,326.154,255,255,255,64.001,21.338,19.462,46.202
405,,343.783,255,255,255,65.740,21.931,19.959,65.812
406,,299.709,255,255,255,61.541,20.882,18.274,156.038
407,,79.335,255,255,255,29.392,11.635,8.681,159.699
408,,414.303,255,255,255,71.678,24.316,21.693,80.877
409,,520.083,255,255,255,84.274,25.898,25.570,41.699
410,,167.484,255,255,255,47.926,16.728,12.748,20.967
411,,440.748,255,255,255,75.877,25.607,21.915,112.806
412,,352.598,255,255,255,65.740,21.658,20.729,35.723
413,,290.894,255,255,255,61.541,20.552,18.022,37.749
414,,158.669,255,255,255,43.727,15.938,12.675,128.474
415,,555.343,255,255,255,86.014,32.128,22.008,25.421
416,,405.488,255,255,255,72.398,26.312,19.621,116.388
417,,308.524,255,255,255,61.541,21.548,18.230,78.515
418,,220.374,255,255,255,51.404,17.938,15.642,169.130
419,,396.673,255,255,255,74.138,25.560,19.759,88.363
420,,581.787,255,255,255,88.473,28.329,26.149,157.975
421,,273.264,255,255,255,57.342,20.396,17.058,46.313
422,,546.528,255,255,255,84.274,29.950,23.234,20.014
423,,511.268,255,255,255,86.014,26.503,24.562,5.416
424,,546.528,255,255,255,81.815,28.110,24.755,74.353
425,,572.972,255,255,255,86.014,28.870,25.269,97.393
426,,511.268,255,255,255,80.076,27.454,23.711,59.438
427,,387.858,255,255,255,69.939,26.090,18.928,59.096
428,,564.158,255,255,255,86.014,29.359,24.467,127.143
429,,308.524,255,255,255,63.280,21.331,18.416,78.987
430,,326.154,255,255,255,64.001,21.032,19.745,79.812
431,,317.339,255,255,255,61.541,21.294,18.974,103.570
432,,449.563,255,255,255,75.877,25.990,22.024,35.950
433,,528.898,255,255,255,84.274,28.906,23.297,50.880
434,,299.709,255,255,255,60.821,19.572,19.497,90.000
435,,220.374,255,255,255,53.144,19.055,14.725,9.541
436,,361.413,255,255,255,66.460,21.824,21.085,96.344
437,,141.039,255,255,255,39.528,14.734,12.188,0.000
438,,608.232,255,255,255,86.734,29.697,26.077,59.572
439,,290.894,255,255,255,59.802,20.786,17.819,9.338
440,,705.197,255,255,255,94.411,32.570,27.568,49.098
441,,343.783,255,255,255,64.001,21.908,19.980,134.998
442,,361.413,255,255,255,67.479,22.413,20.531,134.534
443,,343.783,255,255,255,66.460,22.321,19.610,85.916
444,,502.453,255,255,255,82.535,26.087,24.523,168.856
445,,202.744,255,255,255,48.945,17.617,14.653,134.999
446,,299.709,255,255,255,59.802,21.003,18.169,90.000
447,,290.894,255,255,255,60.821,19.730,18.773,35.538
448,,255.634,255,255,255,55.603,19.441,16.742,35.450
449,,370.228,255,255,255,67.479,22.220,21.215,53.616
450,,308.524,255,255,255,62.262,22.278,17.633,105.417
451,,370.228,255,255,255,69.218,24.366,19.346,0.000
452,,440.748,255,255,255,75.156,25.563,21.953,90.000
453,,793.346,255,255,255,122.362,48.124,20.990,141.369
454,,590.602,255,255,255,88.473,32.344,23.249,87.726
455,,255.634,255,255,255,55.603,18.716,17.391,29.350
456,,79.335,255,255,255,31.131,11.635,8.681,69.699
457,,255.634,255,255,255,57.342,19.003,17.128,6.000
458,,282.079,255,255,255,57.342,18.951,18.951,0.000
459,,220.374,255,255,255,53.144,17.743,15.814,159.658
460,,502.453,255,255,255,80.076,25.801,24.795,6.311
461,,528.898,255,255,255,80.796,29.895,22.526,44.221
462,,123.409,255,255,255,37.069,12.659,12.412,90.000
463,,326.154,255,255,255,63.280,22.605,18.371,65.947
464,,731.642,255,255,255,109.766,42.382,21.980,89.153
465,,158.669,255,255,255,44.746,16.650,12.133,107.296
466,,326.154,255,255,255,65.740,21.677,19.157,81.379
467,,423.118,255,255,255,72.398,24.679,21.830,128.989
468,,572.972,255,255,255,87.753,29.449,24.773,11.264
469,,361.413,255,255,255,67.479,24.773,18.575,4.194
470,,440.748,255,255,255,75.877,28.114,19.961,61.656
471,,387.858,255,255,255,67.479,22.698,21.757,146.310
472,,238.004,255,255,255,53.144,19.152,15.823,102.492
473,,308.524,255,255,255,63.280,20.467,19.193,170.105
474,,326.154,255,255,255,64.001,21.220,19.570,128.708
475,,387.858,255,255,255,73.417,29.132,16.951,73.238
476,,414.303,255,255,255,74.138,26.058,20.244,107.235
477,,149.854,255,255,255,41.268,15.525,12.290,74.828
478,,308.524,255,255,255,62.262,20.680,18.995,0.000
479,,555.343,255,255,255,84.274,29.958,23.602,85.626
480,,440.748,255,255,255,75.877,25.388,22.104,114.098
481,,70.520,255,255,255,26.932,10.503,8.549,45.000
